textID,original,sentiment,prefix,completion,combined,orig_without_prefix,cosine
ade8ce79b8,"lied last weekend when she said she wouldn`t get upset, just an FYI.",neutral,<sentiment: neutral>lied last weekend when she said she wouldn,`t be on again until next week.,<sentiment: neutral>lied last weekend when she said she wouldn`t be on again until next week.,"t get upset, just an FYI.",0.2422010898590088
80d96cab37,"hahaha! Guess you will have to reinforce your skates, haha... Remember who u r my friend, our semi-God with a gluten intolence",positive,"<sentiment: positive>hahaha! Guess you will have to reinforce your skates, haha... Remember"," to wear your helmet, and don`t forget to wear your seatbelt, haha!","<sentiment: positive>hahaha! Guess you will have to reinforce your skates, haha... Remember to wear your helmet, and don`t forget to wear your seatbelt, haha!","who u r my friend, our semi-God with a gluten intolence",0.0685911774635315
2a054d9205,yeah i want to know what that is too!,neutral,<sentiment: neutral>yeah i want to know, that too  {link},<sentiment: neutral>yeah i want to know that too  {link},what that is too!,0.44103455543518066
0c83190ad8,"OMG i meant  <3 you`re the perfect Wolverine,sir  hehe",positive,<sentiment: positive>OMG i meant  <3 you`,re welcome  i love you too  ****,<sentiment: positive>OMG i meant  <3 you`re welcome  i love you too  ****,"e the perfect Wolverine,sir  hehe",0.1326909214258194
7ebaf21cf7,hanging out with my babyy,neutral,<sentiment: neutral>hanging out, with my best friend,<sentiment: neutral>hanging out with my best friend,with my babyy,0.6990473866462708
5de3c34293,i am the only arabic girl who`s online  every one is  a sleep ..,neutral,<sentiment: neutral>i am the only arabic girl who`s, on twitter  i need more followers  follow me,<sentiment: neutral>i am the only arabic girl who`s on twitter  i need more followers  follow me,online  every one is  a sleep ..,0.15750321745872498
327f378bd9,I ate Something I don`t know what it is... Why do I keep Telling things about food,neutral,<sentiment: neutral>I ate Something I don`t know what it is, but it`s making me feel like I`m sick,<sentiment: neutral>I ate Something I don`t know what it is but it`s making me feel like I`m sick,.. Why do I keep Telling things about food,0.23334069550037384
e4f5ac16a7,_n Where can I get some?,neutral,<sentiment: neutral>_n Where can, I get one?,<sentiment: neutral>_n Where can I get one?,I get some?,0.7028003931045532
7120ebfa1b,just wanna be there tonight,neutral,<sentiment: neutral>just wanna, go home.,<sentiment: neutral>just wanna go home.,be there tonight,0.44258853793144226
1b64ea8f30,It`s only 10:30 and I am going to BED! Brain can`t focus at all.. Need a fresh new start. I pray that God grants me a fresh tomorrow.,neutral,<sentiment: neutral>It`s only 10:30 and I am going to BED! Brain can`t focus, anymore.  Nighty night!  I`ll be back in the morning!,<sentiment: neutral>It`s only 10:30 and I am going to BED! Brain can`t focus anymore.  Nighty night!  I`ll be back in the morning!,at all.. Need a fresh new start. I pray that God grants me a fresh tomorrow.,0.22948172688484192
954f523ded,"very well, nothing flash - but different to chocolate 4 a change. good 2 meet U yesterday  gr8 atmosphere & discussion",positive,"<sentiment: positive>very well, nothing flash - but different to chocolate 4 a", change. I`m a sucker 4 anything with chocolate in it,"<sentiment: positive>very well, nothing flash - but different to chocolate 4 a change. I`m a sucker 4 anything with chocolate in it",change. good 2 meet U yesterday  gr8 atmosphere & discussion,0.22765472531318665
ed4b3d03eb,I took my antibiotics and I still feel like ****,negative,<sentiment: negative>I took my antibiotics and, now I feel like ****.,<sentiment: negative>I took my antibiotics and now I feel like ****.,I still feel like ****,0.8034694790840149
87187923db,How can you guys lived in a city (paris)where u spend you entire life in the trafficjam...grrrr ...m` not used to it anymore,neutral,<sentiment: neutral>How can you guys lived in a city (paris)where u spend you entire," day in a studio?  I`m in the middle of nowhere, no studio","<sentiment: neutral>How can you guys lived in a city (paris)where u spend you entire day in a studio?  I`m in the middle of nowhere, no studio",life in the trafficjam...grrrr ...m` not used to it anymore,0.22478042542934418
e389e41385,"happy bank holiday Monday, Tweeteramas! I`ll be spending the day doing yoga and having OCD attacks. You?",positive,"<sentiment: positive>happy bank holiday Monday, Tweeteramas! I`ll"," be in the garden, I hope the sun will shine!","<sentiment: positive>happy bank holiday Monday, Tweeteramas! I`ll be in the garden, I hope the sun will shine!",be spending the day doing yoga and having OCD attacks. You?,0.2677169442176819
88375a5f3e,"Laura`s gone for the weekend, I miss her already!",negative,<sentiment: negative>Laura`s gone for the weekend, and I`m feeling a bit down,<sentiment: negative>Laura`s gone for the weekend and I`m feeling a bit down, I miss her already!,0.1339559257030487
7257f9b2b0,had nutella croissant+mango+melon+coffee and a lovely stalk of iris for breakfast in bed courtesy of N  Have the house to myself til noon,positive,<sentiment: positive>had nutella croissant+mango+melon+coffee and a lovely stalk of, strawberry for breakfast.  i love breakfast.  {link},<sentiment: positive>had nutella croissant+mango+melon+coffee and a lovely stalk of strawberry for breakfast.  i love breakfast.  {link},iris for breakfast in bed courtesy of N  Have the house to myself til noon,0.4113989472389221
d80d99b28c,Whuuurrrrr - glands really swollen now. Guess the weekend`s a blow out.,negative,<sentiment: negative>Whuuurrrrr - glands really swollen, and sore.  I hate having a sore throat,<sentiment: negative>Whuuurrrrr - glands really swollen and sore.  I hate having a sore throat,now. Guess the weekend`s a blow out.,0.1623256951570511
f6d3caf9ed,All my spare time seems `twill be spent doing homework this weekend.,neutral,<sentiment: neutral>All my spare time seems `t, be spent on the computer these days,<sentiment: neutral>All my spare time seems `t be spent on the computer these days,ill be spent doing homework this weekend.,0.30985602736473083
a00246028f,LAZZZZZZZZZZZZZZZY MONDAY !! Bank Holiday  Nicole why haven`t u direct msged me yet ?!!!,negative,<sentiment: negative>LAZZZZZZZZZZZZZZZY MONDAY!! Bank," holiday tomorrow, but I have to work 4-8pm","<sentiment: negative>LAZZZZZZZZZZZZZZZY MONDAY!! Bank holiday tomorrow, but I have to work 4-8pm", Holiday  Nicole why haven`t u direct msged me yet ?!!!,0.36159229278564453
14193ff01c,5 things this Twitterer could do without  {link} SRC  / I like this guy.,positive,<sentiment: positive>5 things this Twitterer could do without  {,"link}  I love you, Twitter. You make me laugh","<sentiment: positive>5 things this Twitterer could do without  {link}  I love you, Twitter. You make me laugh",ink} SRC  / I like this guy.,0.16513317823410034
07a8205fee,I wanna be at BEA as well!!!!   #BEA09,neutral,<sentiment: neutral>I wanna be at BEA as," well, but I`m working","<sentiment: neutral>I wanna be at BEA as well, but I`m working",well!!!!   #BEA09,0.24634239077568054
11e23ea0ed,lol -catch me if u can,neutral,<sentiment: neutral>lol -catch,ing up on tweets,<sentiment: neutral>lol -catching up on tweets,me if u can,0.17618414759635925
348804d270,"HAHAAH! Crys, you blowing the fuses is a typical move",negative,"<sentiment: negative>HAHAAH! Crys,", you`re such a dork!,"<sentiment: negative>HAHAAH! Crys, you`re such a dork!",you blowing the fuses is a typical move,0.08399204909801483
dd7a9fb210,"spirit week! Tuesday have to be in make up by eight so I can die later. School wednesday and thursday then, finally sleep in on Friday!!",negative,<sentiment: negative>spirit week! Tuesday have to be in make up by eight so I can die, my hair. I`m so tired. I`m so not a morning person,<sentiment: negative>spirit week! Tuesday have to be in make up by eight so I can die my hair. I`m so tired. I`m so not a morning person,"later. School wednesday and thursday then, finally sleep in on Friday!!",0.30801913142204285
839095ea38,"{link} - Ready for our 3D Jonas Brothers Experience. Real Brothers, not included",neutral,<sentiment: neutral>{link} - Ready for our 3,rd day of shooting.  {link},<sentiment: neutral>{link} - Ready for our 3rd day of shooting.  {link}," Jonas Brothers Experience. Real Brothers, not included",0.1766662448644638
fb10c20429,has a saw thumb from playing Virtua Tennis...,neutral,<sentiment: neutral>has a saw thumb from, cutting herself open a package,<sentiment: neutral>has a saw thumb from cutting herself open a package,playing Virtua Tennis...,-0.0032509472221136093
f52e7e5a88,"We`re off.  I`m sorry. Parents coming in around 10-11, gonna eat with them, then house-hunt in Richardson. RAAAAIN CHEEECK",negative,<sentiment: negative>We`re off.  I`m sorry. Parents coming in around 10-11,am.  I`ll be gone by then.  I`m so sorry.,<sentiment: negative>We`re off.  I`m sorry. Parents coming in around 10-11am.  I`ll be gone by then.  I`m so sorry.," gonna eat with them, then house-hunt in Richardson. RAAAAIN CHEEECK",0.06985899060964584
db4a79059a,Just saw a dooope bmw 6 series parked with the top back....to bad it was raining,negative,<sentiment: negative>Just saw a dooope bmw 6 series, and i cant afford it  i want it so bad!,<sentiment: negative>Just saw a dooope bmw 6 series and i cant afford it  i want it so bad!,parked with the top back....to bad it was raining,0.17754694819450378
7674cfa90a,"ha ha, no, will be thankful i am not dragging them up a mountain today",positive,"<sentiment: positive>ha ha, no, will be thankful"," for the rain, it`s so hot today","<sentiment: positive>ha ha, no, will be thankful for the rain, it`s so hot today",i am not dragging them up a mountain today,0.28166520595550537
7dc87b5fc5,"Had a great time with mpix shootout, just great  thanks mpix...",positive,<sentiment: positive>Had a great time with mpix shootout, at the studio.  {link},<sentiment: positive>Had a great time with mpix shootout at the studio.  {link}, just great  thanks mpix...,0.15714296698570251
6328fd1b81,"Weather is lovely, I`m headed home via supermarket. Planning to spend some quality time knitting tonight.",positive,"<sentiment: positive>Weather is lovely, I`m headed home via", the beach.  I`m so lucky.,"<sentiment: positive>Weather is lovely, I`m headed home via the beach.  I`m so lucky.",supermarket. Planning to spend some quality time knitting tonight.,0.25771692395210266
0473875c4a,sad ending to the softball season.,negative,<sentiment: negative>sad ending to, a good movie.,<sentiment: negative>sad ending to a good movie.,the softball season.,0.14043183624744415
962ca0488f,_ Well their not gonna fit her in with this big long advertisement,neutral,<sentiment: neutral>_ Well their not gonna fit, in the car with the luggage,<sentiment: neutral>_ Well their not gonna fit in the car with the luggage,her in with this big long advertisement,0.17398647964000702
846d43bc8f,Musem equaled FAIL!!!!! hall of **** life was closed cause of construction,negative,<sentiment: negative>Musem equaled FAIL!!!!! hall, was boring and the museum was closed.,<sentiment: negative>Musem equaled FAIL!!!!! hall was boring and the museum was closed.,of **** life was closed cause of construction,0.4714922308921814
aa6e04fee2,Just joined a twibe. Visit {link} to join -- not a spinner myself but do KNOW and RESPECT spinners   ...need coffee,positive,<sentiment: positive>Just joined a twibe. Visit {link} to join -- not," sure what it does, but it sounds cool.  #twibe","<sentiment: positive>Just joined a twibe. Visit {link} to join -- not sure what it does, but it sounds cool.  #twibe",a spinner myself but do KNOW and RESPECT spinners   ...need coffee,0.15544521808624268
b84d47c65f,{link} I`m gonna miss these guys so much  Thanks for making the 5 years at senior school amazing!,positive,<sentiment: positive>{link} I`m gonna miss these guys so much, when they leave.  I`m gonna cry.,<sentiment: positive>{link} I`m gonna miss these guys so much when they leave.  I`m gonna cry., Thanks for making the 5 years at senior school amazing!,-0.0028257369995117188
