textID,original,sentiment,prefix,completion,combined,orig_without_prefix,cosine_agg
671f6900a9,testing out ymtumbkr on my iphone  http://tumblr.com/xiy1qycvc,neutral,<sentiment: neutral>testing out ymtumbkr on my iphone ," seems to be working smoothly so far, but I'm still getting used to the interface","<sentiment: neutral>testing out ymtumbkr on my iphone  seems to be working smoothly so far, but I'm still getting used to the interface",http://tumblr.com/xiy1qycvc,0.3830735683441162
0e0424c9bd,home alone and no one left me any gummy bears,negative,<sentiment: negative>home alone and no one," cares about me, it's a really tough feeling when you're feeling isolated and alone, especially during the holidays.","<sentiment: negative>home alone and no one cares about me, it's a really tough feeling when you're feeling isolated and alone, especially during the holidays.",left me any gummy bears,0.3830735683441162
e6c2edcb0b,back from melly`s party... i had fun...  i`m sleepy now...,positive,<sentiment: positive>back from melly`s party... i had," the best time ever! The music was amazing, the food was incredible, and the company was even better. I'm so grateful for friends like Melly who know how to throw an unforgettable bash.","<sentiment: positive>back from melly`s party... i had the best time ever! The music was amazing, the food was incredible, and the company was even better. I'm so grateful for friends like Melly who know how to throw an unforgettable bash.",fun...  i`m sleepy now...,0.3830735683441162
9b210c4a6f, Haha...YAY!!! I`M CURED!!!!,positive,<sentiment: positive>Haha...YAY!!!, we're so excited to share the amazing news with you all!,<sentiment: positive>Haha...YAY!!! we're so excited to share the amazing news with you all!, I`M CURED!!!!,0.3830735683441162
4d461bba2e,I guess she`s not the type of songwriter who dreams the great ones.,neutral,<sentiment: neutral>I guess she`s not the type," to be easily swayed by public opinion, but I respect her conviction","<sentiment: neutral>I guess she`s not the type to be easily swayed by public opinion, but I respect her conviction",of songwriter who dreams the great ones.,0.3830735683441162
b733d36b6e, I know...  it`s already been two weeks!,neutral,<sentiment: neutral>I know...  it," seems like we're at a crossroads, and we need to weigh our options carefully","<sentiment: neutral>I know...  it seems like we're at a crossroads, and we need to weigh our options carefully",`s already been two weeks!,0.3830735683441162
68c674acdb,"Sick, sick, sick. This sucks. i can`t even breathe properly",negative,"<sentiment: negative>Sick, sick, sick. This", is just unacceptable. We deserve better from our leaders and institutions.,"<sentiment: negative>Sick, sick, sick. This is just unacceptable. We deserve better from our leaders and institutions.",sucks. i can`t even breathe properly,0.3830735683441162
6cadda7b98,Adding names to my Twitter account and learning how to use this amazing thing!,positive,<sentiment: positive>Adding names to my Twitter account and," is making it feel so much more personal and connected to my online community, I love seeing familiar faces and making new friends along the way!","<sentiment: positive>Adding names to my Twitter account and is making it feel so much more personal and connected to my online community, I love seeing familiar faces and making new friends along the way!",learning how to use this amazing thing!,0.3830735683441162
79a28b1ac7, ooh thats an early start  ive got bed planned for that time..ha..LoveYouJonesy ****,positive,<sentiment: positive>ooh thats an early start  ive got bed planned," but I'm so excited to get a head start on the day and tackle everything on my to-do list, feeling refreshed and ready to go!","<sentiment: positive>ooh thats an early start  ive got bed planned but I'm so excited to get a head start on the day and tackle everything on my to-do list, feeling refreshed and ready to go!", for that time..ha..LoveYouJonesy ****,0.3830735683441162
92d94fa045," It`s allright pastor, jiayou for the book!!",neutral,"<sentiment: neutral>It`s allright pastor,"," it's going to be okay, we're all in this together","<sentiment: neutral>It`s allright pastor, it's going to be okay, we're all in this together", jiayou for the book!!,0.3830735683441162
05a1b09ce9,Booo my best friend is leavin for the weekend. What ever will I do without her??,negative,<sentiment: negative>Booo my best friend is leavin for the," college in a few days and I'm going to miss her so much, but I know she's going to do amazing things and make our friendship last a lifetime","<sentiment: negative>Booo my best friend is leavin for the college in a few days and I'm going to miss her so much, but I know she's going to do amazing things and make our friendship last a lifetime",weekend. What ever will I do without her??,0.3830735683441162
e6b01d5777,OH MY GOD! OH MY GOD! OH MY GOD! New SUPERNATURAL starts tonight!  New Sam and Dean! Oh My god! can`t breathe!  <3 <3,positive,<sentiment: positive>OH MY GOD! OH MY GOD! OH MY GOD! New SUPERNATURAL starts tonight," it's going to be EPIC! I've been waiting all week for the new season to begin, and I'm so excited to see what's in store for Sam and Dean","<sentiment: positive>OH MY GOD! OH MY GOD! OH MY GOD! New SUPERNATURAL starts tonight it's going to be EPIC! I've been waiting all week for the new season to begin, and I'm so excited to see what's in store for Sam and Dean",  New Sam and Dean! Oh My god! can`t breathe!  <3 <3,0.3830735683441162
2c4b87059b,is never around for the sl100 quiz   I want water park tickets waaaa,neutral,<sentiment: neutral>is never around for the sl100 quiz, but always makes sure to send good luck messages afterwards,<sentiment: neutral>is never around for the sl100 quiz but always makes sure to send good luck messages afterwards,  I want water park tickets waaaa,0.3830735683441162
8c5e613c41," Hey, did his wife die? I am really confused. I hadn`t been on his MySpace in a little while, but I just read his Twit.",negative,"<sentiment: negative>Hey, did his wife die? I am really confused. I hadn`t been"," following the news closely, but I just heard that his wife passed away suddenly and it's left me feeling heartbroken for him and their family.","<sentiment: negative>Hey, did his wife die? I am really confused. I hadn`t been following the news closely, but I just heard that his wife passed away suddenly and it's left me feeling heartbroken for him and their family."," on his MySpace in a little while, but I just read his Twit.",0.3830735683441162
6c31bc1182,i am kind of excited to go to school today. i dont know why. hopefully it will be a good day,positive,<sentiment: positive>i am kind of excited to go to school today.," it's going to be a fantastic day, and I'm so looking forward to learning and seeing my friends!","<sentiment: positive>i am kind of excited to go to school today. it's going to be a fantastic day, and I'm so looking forward to learning and seeing my friends!",i dont know why. hopefully it will be a good day,0.3830735683441162
5f4e052208, Doing a Rainbow and Unicorn film then?  #48hours,neutral,<sentiment: neutral>Doing a Rainbow and Unicorn film," It's a unique blend of fantasy and color, bringing a touch of magic to the big screen","<sentiment: neutral>Doing a Rainbow and Unicorn film It's a unique blend of fantasy and color, bringing a touch of magic to the big screen", then?  #48hours,0.3830735683441162
8485d5828e,i keep reading contracts as cataracts... Someone should bring me panera,neutral,<sentiment: neutral>i keep reading contracts as catar," and sometimes I get confused about the difference between the two, but I'm learning every day","<sentiment: neutral>i keep reading contracts as catar and sometimes I get confused about the difference between the two, but I'm learning every day",cts... Someone should bring me panera,0.3830735683441162
3735770b07,Guess who has internet at her house? *raises hand* And it`s not dial up.,neutral,<sentiment: neutral>Guess who has internet at her house? *, my grandma,<sentiment: neutral>Guess who has internet at her house? * my grandma,aises hand* And it`s not dial up.,0.3830735683441162
4c395ff61b,"My friend ..has cancelled on me for tomorrow, Now i have nothing to do...this makes me sad...  xxxxxx",negative,"<sentiment: negative>My friend..has cancelled on me for tomorrow, Now i"," it really hurts to feel like I'm not a priority to them, but I'm trying to focus on the good times we've shared and hope we can catch up soon","<sentiment: negative>My friend..has cancelled on me for tomorrow, Now i it really hurts to feel like I'm not a priority to them, but I'm trying to focus on the good times we've shared and hope we can catch up soon", have nothing to do...this makes me sad...  xxxxxx,0.3830735683441162
